Timestamp,Dataset_Size,Cat_Model,Cat_Macro_F1,Cat_CV_F1,Pri_Model,Pri_Macro_F1
2026-04-08T21:22:06.431001,2000,Logistic Regression,1.0,1.0,Random Forest,0.6578
